gender,race,rank,interactions,outcomes,misconducts,violences,primary_cause,total_settlement
M,White,Police Officer,{Traffic stop},{Weapons charges},{False arrest or report},"",False arrest,15000.00
M,Hispanic,Police Officer,{Traffic stop},"","{Excessive force,False arrest or report}",{Gun},False arrest,31000.00
M,Hispanic,Police Officer,{Traffic stop},"","{Excessive force,False arrest or report}",{Gun},False arrest,31000.00
M,Black,Police Officer,{Traffic stop},{Other charges filed},{False arrest or report},"",Dui stop,18000.00
M,White,Police Officer,"{Stop and frisk,Lock-up}","","{Strip search,Excessive force}",{Physical force},Excessive force,3000.00
M,White,Police Officer,"{Stop and frisk,Lock-up}","","{Strip search,Excessive force}",{Physical force},Excessive force,3000.00
M,Native American/Alaskan Native,Police Officer,"",{Drug charges},{False arrest or report},"",False arrest,3000.00
M,Hispanic,Police Officer,"",{Drug charges},{False arrest or report},"",False arrest,3000.00
M,Hispanic,Police Officer,"",{Drug charges},{False arrest or report},"",False arrest,3000.00
M,Hispanic,Police Officer,"",{Drug charges},{False arrest or report},"",False arrest,3000.00
M,White,Police Officer,{Traffic stop},"","{Strip search,Illegal search/seizure}","",Illegal search/seizure,15000.00
M,Black,Police Officer,{Traffic stop},"","{Strip search,Illegal search/seizure}","",Illegal search/seizure,15000.00
F,Black,Police Officer as Detective,{Traffic stop},"","{Strip search,Illegal search/seizure}","",Illegal search/seizure,15000.00
M,Black,Police Officer,{Traffic stop},"","{Strip search,Illegal search/seizure}","",Illegal search/seizure,15000.00
M,White,Police Officer,{Traffic stop},"","{Strip search,Illegal search/seizure}","",Illegal search/seizure,15000.00
M,Black,Police Officer,{Traffic stop},"","{Strip search,Illegal search/seizure}","",Illegal search/seizure,15000.00
M,White,Police Officer,"","","{Strip search,Illegal search/seizure}",{Physical force},Illegal search/seizure,8500.00
M,White,Police Officer,"","","{Strip search,Illegal search/seizure}",{Physical force},Illegal search/seizure,8500.00
M,White,Police Officer,{Home invasion},"{Extended detention,Weapons charges}",{False arrest or report},{Gun},Extended detention,95000.00
M,Hispanic,Police Officer,{Home invasion},"{Extended detention,Weapons charges}",{False arrest or report},{Gun},Extended detention,95000.00
M,Hispanic,Police Officer,"",{Other charges filed},{False arrest or report},"",False arrest,2900.00
M,Hispanic,Police Officer,"",{Other charges filed},{False arrest or report},"",False arrest,2900.00
M,White,Police Officer,{Traffic stop},"","{Excessive force,Threats/intimidation,False arrest or report}",{Physical force},False arrest,25000.00
M,White,Sergeant of Police,{Lock-up},{Hospitalized},"{Legal access denied,Excessive force,False arrest or report}",{Physical force},False arrest,2500.00
F,Black,Sergeant of Police,{Stop and frisk},{Other charges filed},{False arrest or report},"",False arrest,330000.00
M,White,Police Officer,{Stop and frisk},{Other charges filed},{False arrest or report},"",False arrest,330000.00
F,Hispanic,Police Officer,{Stop and frisk},{Other charges filed},{False arrest or report},"",False arrest,330000.00
M,White,Police Officer,{Stop and frisk},{Other charges filed},{False arrest or report},"",False arrest,330000.00
M,White,Sergeant of Police,{Stop and frisk},{Other charges filed},{False arrest or report},"",False arrest,330000.00
M,White,Police Officer,{Stop and frisk},{Other charges filed},{False arrest or report},"",False arrest,330000.00
F,White,Sergeant of Police,{Stop and frisk},{Other charges filed},"{Excessive force,False arrest or report}",{Physical force},Excessive force/serious,100000.00
M,Black,Police Officer,{Stop and frisk},{Other charges filed},"{Excessive force,False arrest or report}",{Physical force},Excessive force/serious,100000.00
M,Black,Police Officer,{Stop and frisk},"","{Stolen property,False arrest or report}","",False arrest,10500.00
F,Black,Sergeant of Police,{Stop and frisk},"","{Stolen property,False arrest or report}","",False arrest,10500.00
M,Black,Police Officer,{Stop and frisk},"","{Stolen property,False arrest or report}","",False arrest,10500.00
M,White,Police Officer Assigned Canine Handler,{Stop and frisk},"","{Stolen property,False arrest or report}","",False arrest,10500.00
M,Black,Police Officer,{Stop and frisk},"","{Stolen property,False arrest or report}","",False arrest,10500.00
M,Black,Police Officer,{Stop and frisk},"","{Stolen property,False arrest or report}","",False arrest,10500.00
M,White,Sergeant of Police,{Stop and frisk},"",{Excessive force},{Physical force},Excessive force/minor,15000.00
M,Hispanic,Police Officer,{Stop and frisk},"",{Excessive force},{Physical force},Excessive force/minor,15000.00
M,Hispanic,Police Officer,{Stop and frisk},"",{Excessive force},{Physical force},Excessive force/minor,15000.00
M,White,Police Officer,{Stop and frisk},"",{Excessive force},{Physical force},Excessive force/minor,15000.00
F,Asian/Pacific,Police Officer,{Stop and frisk},"",{Excessive force},{Physical force},Excessive force/minor,15000.00
M,White,Police Officer,{Stop and frisk},"",{Excessive force},{Physical force},Excessive force/minor,15000.00
M,White,Police Officer,{Stop and frisk},"",{Excessive force},{Physical force},Excessive force/minor,15000.00
M,White,Police Officer,{Stop and frisk},"",{Excessive force},{Physical force},Excessive force/minor,15000.00
M,White,Police Officer,{Stop and frisk},"",{Excessive force},{Physical force},Excessive force/minor,15000.00
M,White,Police Officer,{Stop and frisk},{Hospitalized},"{Destroy/conceal/fabricate evidence,Excessive force,False arrest or report}","{Taser,Physical force}",Excessive force/minor,75000.00
M,Hispanic,Police Officer as Detective,{Stop and frisk},{Hospitalized},"{Destroy/conceal/fabricate evidence,Excessive force,False arrest or report}","{Taser,Physical force}",Excessive force/minor,75000.00
M,White,Police Officer,{Stop and frisk},{Hospitalized},"{Destroy/conceal/fabricate evidence,Excessive force,False arrest or report}","{Taser,Physical force}",Excessive force/minor,75000.00
M,White,Police Officer as Detective,"",{Other charges filed},"{Destroy/conceal/fabricate evidence,Forced confession,Threats/intimidation,False arrest or report}",{Physical force},Reversed conviction,8750000.00
M,White,"","",{Other charges filed},"{Destroy/conceal/fabricate evidence,Forced confession,Threats/intimidation,False arrest or report}",{Physical force},Reversed conviction,8750000.00
M,White,Sergeant of Police,"",{Other charges filed},"{Destroy/conceal/fabricate evidence,Forced confession,Threats/intimidation,False arrest or report}",{Physical force},Reversed conviction,8750000.00
M,White,Police Officer as Detective,"",{Other charges filed},"{Destroy/conceal/fabricate evidence,Forced confession,Threats/intimidation,False arrest or report}",{Physical force},Reversed conviction,8750000.00
M,White,Police Officer as Detective,"",{Other charges filed},"{Destroy/conceal/fabricate evidence,Forced confession,Threats/intimidation,False arrest or report}",{Physical force},Reversed conviction,8750000.00
M,White,Police Officer as Detective,{Home invasion},{Other charges filed},"{Destroy/conceal/fabricate evidence,False arrest or report}","",False arrest,15000.00
M,Hispanic,Police Officer Assigned Evidence Technician,{Home invasion},{Other charges filed},"{Destroy/conceal/fabricate evidence,False arrest or report}","",False arrest,15000.00
M,White,Police Officer,{Lock-up},{Hospitalized},{Excessive force},{Physical force},Excessive force/serious,2500.00
M,White,Police Officer,{Lock-up},{Hospitalized},{Excessive force},{Physical force},Excessive force/serious,2500.00
M,Black,Police Officer as Detective,{Lock-up},{Hospitalized},{Excessive force},{Physical force},Excessive force/serious,2500.00
M,Black,Police Officer,"",{Resisting or obstructing arrest charges},"{Threats/intimidation,Excessive force,False arrest or report}",{Physical force},False arrest,100000.00
M,Black,Police Officer,"",{Resisting or obstructing arrest charges},"{Threats/intimidation,Excessive force,False arrest or report}",{Physical force},False arrest,100000.00
M,Black,Police Officer,"",{Resisting or obstructing arrest charges},"{Threats/intimidation,Excessive force,False arrest or report}",{Physical force},False arrest,100000.00
M,Black,Police Officer,"",{Resisting or obstructing arrest charges},"{Threats/intimidation,Excessive force,False arrest or report}",{Physical force},False arrest,100000.00
M,Hispanic,Police Officer,"",{Other charges filed},{False arrest or report},"",False arrest,30000.00
M,Hispanic,Police Officer,"",{Other charges filed},{False arrest or report},"",False arrest,30000.00
M,Asian/Pacific,Police Officer,"",{Other charges filed},{False arrest or report},"",False arrest,30000.00
F,Hispanic,Police Officer,"",{Other charges filed},"{Excessive force,Illegal search/seizure,False arrest or report}","",Illegal search/seizure,13000.00
M,White,Police Officer,"",{Other charges filed},"{Excessive force,Illegal search/seizure,False arrest or report}","",Illegal search/seizure,13000.00
M,White,Lieutenant of Police,"",{Other charges filed},"{Excessive force,Illegal search/seizure,False arrest or report}","",Illegal search/seizure,13000.00
M,White,Police Officer,"",{Other charges filed},"{Excessive force,Illegal search/seizure,False arrest or report}","",Illegal search/seizure,13000.00
M,White,Police Officer,{Home invasion},{Resisting or obstructing arrest charges},"{Excessive force,Shooting,False arrest or report}","{Gun,Physical force}",False arrest,330000.00
M,White,Police Officer,{Home invasion},{Resisting or obstructing arrest charges},"{Excessive force,Shooting,False arrest or report}","{Gun,Physical force}",False arrest,330000.00
M,White,Police Officer,{Home invasion},{Resisting or obstructing arrest charges},"{Excessive force,Shooting,False arrest or report}","{Gun,Physical force}",False arrest,330000.00
M,White,Sergeant of Police,{Home invasion},{Resisting or obstructing arrest charges},"{Excessive force,Shooting,False arrest or report}","{Gun,Physical force}",False arrest,330000.00
M,White,Police Officer,{Home invasion},"","{False arrest or report,Excessive force}",{Physical force},Excessive force/minor,15000.00
M,Hispanic,Sergeant of Police,{Home invasion},"","{False arrest or report,Excessive force}",{Physical force},Excessive force/minor,15000.00
M,White,Police Officer as Detective,{Home invasion},"","{False arrest or report,Excessive force}",{Physical force},Excessive force/minor,15000.00
M,Black,Police Officer,{Stop and frisk},"",{Excessive force},{Physical force},Excessive force,37095.00
M,Black,Police Officer,{Stop and frisk},"",{Excessive force},{Physical force},Excessive force,37095.00
M,Black,Police Officer,{Traffic stop},"{Hospitalized,Drug charges}","{Destroy/conceal/fabricate evidence,Racial epithets,Strip search,Excessive force,False arrest or report}","{Gun,Physical force}",Excessive force/minor,100000.00
M,Hispanic,Police Officer,{Traffic stop},"{Hospitalized,Drug charges}","{Destroy/conceal/fabricate evidence,Racial epithets,Strip search,Excessive force,False arrest or report}","{Gun,Physical force}",Excessive force/minor,100000.00
M,White,Police Officer,{Traffic stop},"{Hospitalized,Drug charges}","{Destroy/conceal/fabricate evidence,Racial epithets,Strip search,Excessive force,False arrest or report}","{Gun,Physical force}",Excessive force/minor,100000.00
M,Black,Police Officer,{Traffic stop},"{Hospitalized,Drug charges}","{Destroy/conceal/fabricate evidence,Racial epithets,Strip search,Excessive force,False arrest or report}","{Gun,Physical force}",Excessive force/minor,100000.00
M,Black,Police Officer,{Traffic stop},"{Hospitalized,Drug charges}","{Destroy/conceal/fabricate evidence,Racial epithets,Strip search,Excessive force,False arrest or report}","{Gun,Physical force}",Excessive force/minor,100000.00
M,Hispanic,Police Officer,{Traffic stop},"{Hospitalized,Drug charges}","{Destroy/conceal/fabricate evidence,Racial epithets,Strip search,Excessive force,False arrest or report}","{Gun,Physical force}",Excessive force/minor,100000.00
M,Hispanic,Police Officer as Detective,"","","{Shooting,Excessive force}","{Physical force,Gun}",Excessive force/serious,80000.00
M,White,Sergeant of Police,{Traffic stop},"{Other charges filed,Assault or battery to an officer charges}","{Excessive force,False arrest or report}","{Pepper spray,Physical force}",Excessive force/serious,50001.00
M,White,Police Officer,{Traffic stop},"{Other charges filed,Assault or battery to an officer charges}","{Excessive force,False arrest or report}","{Pepper spray,Physical force}",Excessive force/serious,50001.00
M,Black,Police Officer,"","{Resisting or obstructing arrest charges,Weapons charges}","{Excessive force,False arrest or report}","{Gun,Physical force}",Excessive force/serious,99000.00
M,Native American/Alaskan Native,Police Officer,"","{Resisting or obstructing arrest charges,Weapons charges}","{Excessive force,False arrest or report}","{Gun,Physical force}",Excessive force/serious,99000.00
M,Asian/Pacific,Police Officer,{Lock-up},{Died in custody},{Failure to provide medical care},"",Failure to provide medical care,500000.00
M,White,Police Officer,{Lock-up},{Died in custody},{Failure to provide medical care},"",Failure to provide medical care,500000.00
M,Hispanic,Police Officer,"","{Hospitalized,Died out of custody}","{Excessive force,False arrest or report}",{Taser},Excessive force/serious,199999.00
M,White,Police Officer / Field Training Officer,"","{Hospitalized,Died out of custody}","{Excessive force,False arrest or report}",{Taser},Excessive force/serious,199999.00
F,White,Sergeant of Police,"","{Hospitalized,Other charges filed}","{Excessive force,False arrest or report}",{Physical force},Excessive force/serious,50000.00
M,Hispanic,Police Officer,"","{Hospitalized,Other charges filed}","{Excessive force,False arrest or report}",{Physical force},Excessive force/serious,50000.00
M,Hispanic,Police Officer,"","{Hospitalized,Other charges filed}","{Excessive force,False arrest or report}",{Physical force},Excessive force/serious,50000.00
M,Asian/Pacific,Police Officer,"","{Resisting or obstructing arrest charges,Assault or battery to an officer charges}","{Threats/intimidation,Excessive force,False arrest or report}","",Excessive force/minor,75000.00
M,Hispanic,Police Officer,"","{Resisting or obstructing arrest charges,Assault or battery to an officer charges}","{Threats/intimidation,Excessive force,False arrest or report}","",Excessive force/minor,75000.00
M,White,Police Officer,"","{Resisting or obstructing arrest charges,Assault or battery to an officer charges}","{Threats/intimidation,Excessive force,False arrest or report}","",Excessive force/minor,75000.00
M,White,Police Officer as Detective,{Lock-up},{Other charges filed},"{Destroy/conceal/fabricate evidence,Forced confession,Legal access denied,Threats/intimidation,Torture,Excessive force,False arrest or report}","{Gun,Physical force}",Reversed conviction,1800000.00
M,White,"",{Lock-up},{Other charges filed},"{Destroy/conceal/fabricate evidence,Forced confession,Legal access denied,Threats/intimidation,Torture,Excessive force,False arrest or report}","{Gun,Physical force}",Reversed conviction,1800000.00
M,White,Sergeant of Police,{Lock-up},{Other charges filed},"{Destroy/conceal/fabricate evidence,Forced confession,Legal access denied,Threats/intimidation,Torture,Excessive force,False arrest or report}","{Gun,Physical force}",Reversed conviction,1800000.00
M,White,Police Officer,"","",{Excessive force},"{Nightstick,Physical force}",Excessive force/minor,8000.00
M,Hispanic,Police Officer,"","",{Excessive force},"{Nightstick,Physical force}",Excessive force/minor,8000.00
M,White,Police Officer,"","",{Excessive force},"{Nightstick,Physical force}",Excessive force/minor,8000.00
M,Hispanic,Police Officer,{Stop and frisk},{Other charges filed},"{Excessive force,False arrest or report}","",Excessive force/minor,78000.00
M,White,Police Officer,{Stop and frisk},{Other charges filed},"{Excessive force,False arrest or report}","",Excessive force/minor,78000.00
M,White,Police Officer,{Stop and frisk},{Other charges filed},"{Excessive force,False arrest or report}","",Excessive force/minor,78000.00
M,Black,Police Officer,{Stop and frisk},{Other charges filed},"{Excessive force,False arrest or report}","",Excessive force/minor,78000.00
M,Asian/Pacific,Police Officer,{Stop and frisk},{Other charges filed},"{Excessive force,False arrest or report}","",Excessive force/minor,78000.00
M,Hispanic,Police Officer,{Stop and frisk},{Other charges filed},"{Destroy/conceal/fabricate evidence,Stolen property,Threats/intimidation,Witness manipulation,Excessive force,False arrest or report}","",False arrest,85000.00
M,Hispanic,Police Officer,{Stop and frisk},{Other charges filed},"{Destroy/conceal/fabricate evidence,Stolen property,Threats/intimidation,Witness manipulation,Excessive force,False arrest or report}","",False arrest,85000.00
M,Black,Police Officer,{Stop and frisk},{Other charges filed},"{Destroy/conceal/fabricate evidence,Stolen property,Threats/intimidation,Witness manipulation,Excessive force,False arrest or report}","",False arrest,85000.00
M,White,Police Officer,{Stop and frisk},{Other charges filed},"{Destroy/conceal/fabricate evidence,Stolen property,Threats/intimidation,Witness manipulation,Excessive force,False arrest or report}","",False arrest,85000.00
M,White,Police Officer,{Stop and frisk},{Other charges filed},"{Destroy/conceal/fabricate evidence,Stolen property,Threats/intimidation,Witness manipulation,Excessive force,False arrest or report}","",False arrest,85000.00
M,Black,Captain of Police,{Stop and frisk},{Other charges filed},"{Destroy/conceal/fabricate evidence,Stolen property,Threats/intimidation,Witness manipulation,Excessive force,False arrest or report}","",False arrest,85000.00
M,White,Police Officer,{Stop and frisk},{Other charges filed},"{Destroy/conceal/fabricate evidence,Stolen property,Threats/intimidation,Witness manipulation,Excessive force,False arrest or report}","",False arrest,85000.00
M,Hispanic,Sergeant of Police,{Stop and frisk},{Other charges filed},"{Destroy/conceal/fabricate evidence,Stolen property,Threats/intimidation,Witness manipulation,Excessive force,False arrest or report}","",False arrest,85000.00
M,White,Sergeant of Police,{Stop and frisk},{Other charges filed},"{Destroy/conceal/fabricate evidence,Stolen property,Threats/intimidation,Witness manipulation,Excessive force,False arrest or report}","",False arrest,85000.00
M,White,Police Officer,{Stop and frisk},{Other charges filed},"{Destroy/conceal/fabricate evidence,Stolen property,Threats/intimidation,Witness manipulation,Excessive force,False arrest or report}","",False arrest,85000.00
F,White,Police Officer,{Stop and frisk},{Other charges filed},"{Destroy/conceal/fabricate evidence,Stolen property,Threats/intimidation,Witness manipulation,Excessive force,False arrest or report}","",False arrest,85000.00
M,White,Lieutenant of Police,{Stop and frisk},{Other charges filed},"{Destroy/conceal/fabricate evidence,Stolen property,Threats/intimidation,Witness manipulation,Excessive force,False arrest or report}","",False arrest,85000.00
M,Hispanic,Police Officer,{Stop and frisk},{Other charges filed},"{Destroy/conceal/fabricate evidence,Stolen property,Threats/intimidation,Witness manipulation,Excessive force,False arrest or report}","",False arrest,85000.00
M,White,Police Officer,{Stop and frisk},{Drug charges},"{Stolen property,Threats/intimidation,False arrest or report}","",False arrest,5000.00
M,Black,Police Officer,{Home invasion},"{Weapons charges,Drug charges}",{False arrest or report},"",False arrest,11000.00
M,White,Police Officer,{Home invasion},"{Weapons charges,Drug charges}",{False arrest or report},"",False arrest,11000.00
M,Black,Police Officer,"","","{Excessive force,False arrest or report}","{Nightstick,Physical force}",Excessive force/minor,20000.00
M,Black,Police Officer,"","","{Excessive force,False arrest or report}","{Nightstick,Physical force}",Excessive force/minor,20000.00
M,White,Police Officer,{Stop and frisk},{Other charges filed},"{Excessive force,False arrest or report}","",False arrest,30000.00
M,White,Police Officer,{Stop and frisk},{Other charges filed},"{Excessive force,False arrest or report}","",False arrest,30000.00
M,White,Police Officer,{Traffic stop},"{Hospitalized,Other charges filed}",{Excessive force},{Physical force},Excessive force/minor,12000.00
M,White,Police Officer,{Traffic stop},"{Hospitalized,Other charges filed}",{Excessive force},{Physical force},Excessive force/minor,12000.00
M,White,Police Officer,"","",{Excessive force},"{Pepper spray,Physical force}",Excessive force/minor,0.00
M,Hispanic,Police Officer,"","",{Excessive force},"{Pepper spray,Physical force}",Excessive force/minor,0.00
M,Hispanic,Police Officer / Field Training Officer,"","",{Excessive force},"",Excessive force/minor,98000.00
M,Hispanic,Police Officer,{Traffic stop},{Assault or battery to an officer charges},"{Excessive force,False arrest or report}",{Gun},False arrest,10001.00
F,White,Police Officer,{Traffic stop},{Assault or battery to an officer charges},"{Excessive force,False arrest or report}",{Gun},False arrest,10001.00
M,White,Police Officer,{Traffic stop},{Assault or battery to an officer charges},"{Excessive force,False arrest or report}",{Gun},False arrest,10001.00
M,White,Police Officer,{Traffic stop},{Assault or battery to an officer charges},"{Excessive force,False arrest or report}",{Gun},False arrest,10001.00
M,White,Police Officer,{Home invasion},"","{Damage to property,Destroy/conceal/fabricate evidence,Excessive force,Illegal search/seizure,False arrest or report}",{Gun},Illegal search/seizure,75000.00
M,White,Sergeant of Police,{Home invasion},"","{Damage to property,Destroy/conceal/fabricate evidence,Excessive force,Illegal search/seizure,False arrest or report}",{Gun},Illegal search/seizure,75000.00
M,White,Police Officer,{Home invasion},"","{Damage to property,Destroy/conceal/fabricate evidence,Excessive force,Illegal search/seizure,False arrest or report}",{Gun},Illegal search/seizure,75000.00
M,White,Police Officer,{Home invasion},"","{Damage to property,Destroy/conceal/fabricate evidence,Excessive force,Illegal search/seizure,False arrest or report}",{Gun},Illegal search/seizure,75000.00
M,Black,Police Officer,{Home invasion},"","{Damage to property,Destroy/conceal/fabricate evidence,Excessive force,Illegal search/seizure,False arrest or report}",{Gun},Illegal search/seizure,75000.00
M,White,Police Officer,{Home invasion},"","{Damage to property,Destroy/conceal/fabricate evidence,Excessive force,Illegal search/seizure,False arrest or report}",{Gun},Illegal search/seizure,75000.00
M,White,Police Officer,{Home invasion},"","{Damage to property,Destroy/conceal/fabricate evidence,Excessive force,Illegal search/seizure,False arrest or report}",{Gun},Illegal search/seizure,75000.00
M,White,Police Officer,{Home invasion},"","{Damage to property,Destroy/conceal/fabricate evidence,Excessive force,Illegal search/seizure,False arrest or report}",{Gun},Illegal search/seizure,75000.00
M,White,Police Officer,{Home invasion},"","{Damage to property,Destroy/conceal/fabricate evidence,Excessive force,Illegal search/seizure,False arrest or report}",{Gun},Illegal search/seizure,75000.00
M,White,Lieutenant of Police,{Home invasion},"","{Damage to property,Destroy/conceal/fabricate evidence,Excessive force,Illegal search/seizure,False arrest or report}",{Gun},Illegal search/seizure,75000.00
M,White,Police Officer,{Home invasion},"","{Damage to property,Destroy/conceal/fabricate evidence,Excessive force,Illegal search/seizure,False arrest or report}",{Gun},Illegal search/seizure,75000.00
M,White,Police Officer,{Home invasion},"","{Damage to property,Destroy/conceal/fabricate evidence,Excessive force,Illegal search/seizure,False arrest or report}",{Gun},Illegal search/seizure,75000.00
F,White,Police Officer,{Home invasion},"","{Damage to property,Destroy/conceal/fabricate evidence,Excessive force,Illegal search/seizure,False arrest or report}",{Gun},Illegal search/seizure,75000.00
M,White,"","",{Other charges filed},"{Destroy/conceal/fabricate evidence,False arrest or report}","",Reversed conviction,5250000.00
M,White,Sergeant of Police,"",{Other charges filed},"{Destroy/conceal/fabricate evidence,False arrest or report}","",Reversed conviction,5250000.00
M,White,Police Officer as Detective,"",{Other charges filed},"{Destroy/conceal/fabricate evidence,False arrest or report}","",Reversed conviction,5250000.00
M,White,Police Officer as Detective,"",{Other charges filed},"{Destroy/conceal/fabricate evidence,False arrest or report}","",Reversed conviction,5250000.00
M,White,Police Officer as Detective,"",{Other charges filed},"{Destroy/conceal/fabricate evidence,False arrest or report}","",Reversed conviction,5250000.00
M,White,Police Officer,{Stop and frisk},{Hospitalized},"{False arrest or report,Excessive force,Failure to provide medical care}",{Physical force},Illegal search & seizure,7000.00
M,White,Police Officer,{Stop and frisk},{Hospitalized},"{False arrest or report,Excessive force,Failure to provide medical care}",{Physical force},Illegal search & seizure,7000.00
M,White,Police Officer,{Stop and frisk},{Other charges filed},"{Witness manipulation,False arrest or report}","",False arrest,22500.00
M,White,Police Officer as Detective,{Stop and frisk},{Other charges filed},"{Witness manipulation,False arrest or report}","",False arrest,22500.00
M,White,Police Officer / Field Training Officer,{Stop and frisk},{Other charges filed},"{Witness manipulation,False arrest or report}","",False arrest,22500.00
M,White,Police Officer,{Stop and frisk},{Other charges filed},"{Witness manipulation,False arrest or report}","",False arrest,22500.00
M,Black,Police Officer Assigned Evidence Technician,{Stop and frisk},{Other charges filed},"{Witness manipulation,False arrest or report}","",False arrest,22500.00
M,White,Police Officer,{Stop and frisk},{Other charges filed},"{Witness manipulation,False arrest or report}","",False arrest,22500.00
M,White,Police Officer as Detective,{Stop and frisk},{Other charges filed},"{Witness manipulation,False arrest or report}","",False arrest,22500.00
M,Black,Police Officer,"",{Other charges filed},{False arrest or report},"",Dui stop,8000.00
M,White,Police Officer as Detective,{Lock-up},"{Extended detention,Assault or battery to an officer charges,Other charges filed,Hospitalized}","{Torture,Illegal search/seizure,Threats/intimidation,False arrest or report,Excessive force}",{Physical force},Excessive force/minor,25000.00
M,White,Police Officer,{Lock-up},"{Extended detention,Assault or battery to an officer charges,Other charges filed,Hospitalized}","{Torture,Illegal search/seizure,Threats/intimidation,False arrest or report,Excessive force}",{Physical force},Excessive force/minor,25000.00
M,Hispanic,Police Officer,{Protest},{Other charges filed},{False arrest or report},"",False arrest,5000.00
M,White,Police Officer,{Protest},{Other charges filed},{False arrest or report},"",False arrest,5000.00
M,Hispanic,Police Officer,{Stop and frisk},{Drug charges},{False arrest or report},"",False arrest,5000.00
M,White,Police Officer,{Stop and frisk},{Drug charges},{False arrest or report},"",False arrest,5000.00
M,Hispanic,Police Officer,{Stop and frisk},{Drug charges},{False arrest or report},"",False arrest,5000.00
F,White,Police Officer,{Stop and frisk},{Drug charges},{False arrest or report},"",False arrest,5000.00
M,White,Police Officer,{Stop and frisk},{Drug charges},{False arrest or report},"",False arrest,5000.00
M,Hispanic,Police Officer,{Stop and frisk},{Drug charges},{False arrest or report},"",False arrest,5000.00
M,White,Police Officer,{Traffic stop},{Hospitalized},"{Excessive force,Shooting,False arrest or report}",{Gun},Excessive force/serious,360000.00
M,White,Police Officer,{Traffic stop},{Hospitalized},"{Excessive force,Shooting,False arrest or report}",{Gun},Excessive force/serious,360000.00
M,Hispanic,Police Officer,{Traffic stop},{Hospitalized},"{Excessive force,Shooting,False arrest or report}",{Gun},Excessive force/serious,360000.00
F,Black,Police Officer,"","{Other charges filed,Resisting or obstructing arrest charges,Assault or battery to an officer charges}","{Excessive force,False arrest or report}",{Physical force},False arrest,30000.00
M,Hispanic,Police Officer,"","{Other charges filed,Resisting or obstructing arrest charges,Assault or battery to an officer charges}","{Excessive force,False arrest or report}",{Physical force},False arrest,30000.00
M,Black,Police Officer,"","",{Excessive force},{Physical force},Excessive force/minor,7500.00
M,Hispanic,Sergeant of Police,{Home invasion},"","{Stolen property,Illegal search/seizure}","",Illegal search/seizure,10000.00
M,Hispanic,Police Officer,{Home invasion},"","{Stolen property,Illegal search/seizure}","",Illegal search/seizure,10000.00
M,White,Police Officer,{Home invasion},"","{Stolen property,Illegal search/seizure}","",Illegal search/seizure,10000.00
M,Black,Police Officer as Detective,{Home invasion},"","{Stolen property,Illegal search/seizure}","",Illegal search/seizure,10000.00
M,Hispanic,Police Officer,{Home invasion},"","{Stolen property,Illegal search/seizure}","",Illegal search/seizure,10000.00
M,Hispanic,Police Officer,{Home invasion},"","{Stolen property,Illegal search/seizure}","",Illegal search/seizure,10000.00
M,White,Captain of Police,{Home invasion},"","{Stolen property,Illegal search/seizure}","",Illegal search/seizure,10000.00
M,Hispanic,Police Officer as Detective,{Home invasion},"","{Stolen property,Illegal search/seizure}","",Illegal search/seizure,10000.00
M,White,Police Officer,{Home invasion},"","{Stolen property,Illegal search/seizure}","",Illegal search/seizure,10000.00
M,White,Police Officer,{Home invasion},"","{Stolen property,Illegal search/seizure}","",Illegal search/seizure,10000.00
M,White,Police Officer,{Home invasion},"","{Stolen property,Illegal search/seizure}","",Illegal search/seizure,10000.00
M,Hispanic,Police Officer,"",{Other charges filed},"{Destroy/conceal/fabricate evidence,False arrest or report}","",False arrest,3500.00
M,White,Sergeant of Police,"",{Other charges filed},"{Destroy/conceal/fabricate evidence,False arrest or report}","",False arrest,3500.00
F,White,Police Officer,{Stop and frisk},"{Resisting or obstructing arrest charges,Assault or battery to an officer charges}",{Excessive force},{Physical force},Excessive force/serious,750000.00
M,White,Police Officer,{Lock-up},{Assault or battery to an officer charges},"{Excessive force,Racial epithets}","{Taser,Physical force}",Attorney fees,0.00
M,White,Sergeant of Police,{Lock-up},{Assault or battery to an officer charges},"{Excessive force,Racial epithets}","{Taser,Physical force}",Attorney fees,0.00
M,Hispanic,Police Officer,"",{Other charges filed},{False arrest or report},"",False arrest,22500.00
M,White,Police Officer,"",{Other charges filed},{False arrest or report},"",False arrest,22500.00
M,White,Police Officer,{Stop and frisk},{Hospitalized},{Excessive force},{Physical force},Excessive force,3750.00
M,White,Police Officer,{Home invasion},"","{Excessive force,Threats/intimidation,Illegal search/seizure}","{Gun,Physical force}",Illegal search/seizure,147500.00
M,White,Lieutenant of Police,{Home invasion},"","{Excessive force,Threats/intimidation,Illegal search/seizure}","{Gun,Physical force}",Illegal search/seizure,147500.00
M,White,Police Officer,{Home invasion},"","{Excessive force,Threats/intimidation,Illegal search/seizure}","{Gun,Physical force}",Illegal search/seizure,147500.00
M,White,Police Officer,{Home invasion},"","{Excessive force,Threats/intimidation,Illegal search/seizure}","{Gun,Physical force}",Illegal search/seizure,147500.00
M,White,Sergeant of Police,{Home invasion},"","{Excessive force,Threats/intimidation,Illegal search/seizure}","{Gun,Physical force}",Illegal search/seizure,147500.00
F,White,Police Officer,{Home invasion},"","{Excessive force,Threats/intimidation,Illegal search/seizure}","{Gun,Physical force}",Illegal search/seizure,147500.00
